Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-01-18,68,104,104,74,133,111,102,96,105,112,62,94,3
2020-01-17,119,110,106,81,89,120,102,116,100,95,79,104,7
2020-01-16,131,93,96,116,89,123,89,94,109,70,153,89,173
2020-01-15,101,80,102,124,81,138,105,103,108,90,173,94,185
2020-01-14,114,66,82,146,93,120,101,96,95,84,158,87,127
2020-01-13,132,74,89,146,107,179,103,93,84,64,145,80,142
2020-01-12,40,83,73,71,78,133,83,87,85,97,46,74,5
2020-01-11,45,109,93,75,96,181,83,92,96,95,51,80,15
2020-01-10,108,89,107,122,111,92,107,109,118,84,74,98,5
2020-01-09,105,86,86,107,70,101,92,91,100,67,82,86,157
2020-01-08,112,73,87,118,107,101,95,92,93,82,63,81,148
2020-01-07,112,81,81,122,89,120,101,85,85,66,68,76,147
2020-01-06,106,86,102,120,78,133,109,92,90,66,80,87,202
2020-01-05,55,80,88,79,52,119,85,93,96,130,43,104,2
2020-01-04,64,122,105,77,74,137,107,111,116,133,57,109,5
2020-01-03,111,94,118,99,93,115,109,136,115,98,68,107,5
2020-01-02,106,90,100,112,78,125,106,107,105,91,62,94,193
2020-01-01,49,64,71,52,63,126,67,86,71,64,33,70,125
2019-12-31,74,93,91,70,119,86,114,90,107,84,49,92,167
2019-12-30,88,78,92,108,85,87,94,98,110,110,61,105,143
