Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2021-01-10,12,24,20,35,61,27,12,41,34,61,36,38,29
2021-01-09,20,33,43,42,47,36,30,73,37,85,46,53,45
2021-01-08,25,38,41,59,53,57,0,86,61,67,47,52,52
2021-01-07,13,31,39,58,45,50,30,63,51,54,43,46,43
2021-01-06,24,27,37,48,38,61,44,67,50,42,42,47,45
2021-01-05,24,42,29,50,54,57,36,88,44,52,41,44,19
2021-01-04,16,25,24,44,53,66,36,59,43,44,43,45,18
2021-01-03,19,34,27,30,51,35,28,43,41,52,41,34,27
2021-01-02,9,33,43,32,52,39,26,49,40,79,43,38,36
2021-01-01,10,18,20,31,32,37,0,41,21,33,31,22,25
2020-12-31,28,24,37,58,65,60,40,76,44,65,45,50,43
2020-12-30,16,28,37,52,62,45,46,47,50,60,47,45,46
2020-12-29,20,29,40,53,51,56,56,51,36,68,46,46,20
2020-12-28,13,32,27,50,52,59,58,53,39,68,47,45,19
2020-12-27,9,24,47,25,57,29,40,47,26,70,40,34,29
2020-12-26,13,33,29,25,40,29,28,63,35,83,44,36,36
2020-12-25,10,9,16,15,1,37,2,18,20,8,29,10,18
2020-12-24,18,33,39,46,87,42,20,55,41,79,43,42,39
2020-12-23,34,34,54,65,75,54,58,63,59,90,52,60,69
2020-12-22,24,31,48,60,56,50,48,67,53,91,57,60,24
2020-12-21,17,22,35,45,47,52,46,57,34,83,45,52,20
2020-12-20,13,27,38,31,66,28,42,45,40,81,38,43,33
2020-12-19,22,19,39,39,52,36,40,59,36,81,45,47,48
2020-12-18,28,25,43,59,51,49,66,71,56,70,45,47,53
2020-12-17,25,19,36,58,41,50,20,69,55,53,39,44,48
2020-12-16,24,18,43,46,37,47,56,71,49,45,37,49,43
2020-12-15,22,20,37,50,47,39,40,35,36,38,33,45,20
2020-12-14,18,19,21,51,41,51,44,71,40,44,32,44,18
2020-12-13,10,14,26,25,60,33,20,37,19,61,24,37,23
2020-12-12,17,20,43,39,56,30,22,39,29,77,31,49,39
2020-12-11,20,19,47,53,53,47,50,55,44,50,36,48,49
2020-12-10,17,21,36,55,55,56,8,47,51,38,34,47,41
2020-12-09,31,35,36,50,45,58,38,57,50,49,35,46,42
2020-12-08,22,33,30,55,53,51,42,45,50,36,36,46,19
2020-12-07,19,28,29,44,59,60,64,39,40,57,36,47,17
2020-12-06,15,20,47,26,71,37,40,18,32,55,29,39,26
2020-12-05,20,34,59,38,57,35,36,76,54,84,40,54,42
2020-12-04,21,40,43,60,48,63,60,82,55,63,43,54,53
2020-12-03,23,22,37,54,40,53,8,65,47,53,39,47,45
2020-12-02,19,32,29,45,47,49,48,45,47,45,36,42,42
2020-12-01,20,24,28,48,46,47,48,61,59,53,37,45,19
2020-11-30,21,28,40,47,53,46,46,69,54,40,34,47,18
2020-11-29,15,26,27,29,53,33,22,24,27,46,29,33,23
2020-11-28,14,32,66,34,58,38,44,57,42,68,34,43,34
2020-11-27,17,36,25,40,46,48,58,59,41,76,32,39,35
2020-11-26,12,13,18,17,45,33,14,14,20,7,21,17,17
2020-11-25,24,25,39,53,71,38,54,55,38,50,40,43,47
2020-11-24,28,21,32,53,64,40,46,71,51,57,43,50,20
2020-11-23,26,24,33,49,59,53,40,51,61,43,35,47,18
2020-11-22,14,18,37,26,57,26,30,29,31,55,28,37,26
2020-11-21,17,38,55,38,62,46,24,69,50,61,36,42,38
2020-11-20,24,42,38,55,52,64,62,94,51,52,43,55,47
2020-11-19,37,34,43,53,47,64,60,51,41,48,41,49,49
2020-11-18,25,22,33,57,51,56,36,59,54,38,37,49,43
2020-11-17,22,26,31,48,45,49,60,73,48,42,35,44,19
2020-11-16,24,20,27,57,53,43,46,53,44,40,36,45,19
2020-11-15,13,21,43,26,71,23,32,20,30,59,27,33,25
2020-11-14,22,25,58,39,50,35,56,71,41,68,36,52,40
2020-11-13,27,29,51,55,56,49,64,53,44,52,43,53,51
2020-11-12,28,25,43,53,36,50,42,65,47,40,38,40,43
2020-11-11,23,21,33,54,45,47,58,55,39,49,35,48,47
2020-11-10,26,29,34,60,50,50,54,67,36,44,38,47,21
2020-11-09,28,20,35,54,55,55,34,78,48,41,36,46,19
2020-11-08,28,33,32,32,49,34,14,29,29,55,31,39,30
2020-11-07,24,36,56,42,49,47,38,73,40,65,43,51,46
2020-11-06,38,36,38,64,53,63,72,63,51,44,45,58,55
2020-11-05,19,46,44,61,43,55,60,67,41,54,37,42,43
2020-11-04,35,25,48,55,40,57,54,71,57,39,38,43,45
2020-11-03,32,27,26,61,58,56,56,80,37,44,38,50,21
2020-11-02,28,20,38,52,55,39,50,86,47,49,39,43,21
2020-11-01,17,29,27,32,70,29,24,45,33,53,33,37,28
2020-10-31,29,26,50,44,54,44,48,41,36,43,38,51,43
2020-10-30,26,31,47,61,68,53,64,65,47,52,46,49,52
2020-10-29,23,28,60,68,52,46,50,53,56,49,43,49,52
2020-10-28,21,32,39,61,58,46,54,73,50,32,38,46,49
2020-10-27,22,28,38,62,55,37,54,69,56,42,38,51,23
2020-10-26,15,22,24,50,62,42,38,55,48,42,33,43,18
2020-10-25,14,24,39,35,59,30,32,22,43,53,29,39,28
2020-10-24,27,39,52,44,58,43,22,59,53,81,45,53,53
2020-10-23,26,39,42,68,55,44,44,94,50,57,48,63,63
2020-10-22,23,36,43,71,54,52,64,55,41,55,44,49,53
2020-10-21,21,32,41,59,45,53,68,94,59,43,40,50,48
2020-10-20,19,38,45,53,47,43,58,84,47,44,38,42,21
2020-10-19,18,14,25,57,53,44,60,82,47,32,35,42,22
2020-10-18,17,45,48,38,63,38,34,53,45,69,40,39,52
2020-10-17,43,53,67,51,56,47,38,82,59,72,50,59,70
2020-10-16,34,21,63,66,71,64,62,71,60,69,50,56,67
2020-10-15,35,36,57,63,46,47,52,73,59,57,40,47,50
2020-10-14,31,38,51,56,47,54,56,90,52,39,40,44,50
2020-10-13,31,34,33,58,45,51,70,63,46,41,36,46,23
2020-10-12,15,27,30,51,53,46,48,65,38,41,31,46,18
2020-10-11,19,49,35,31,58,38,40,27,36,56,32,42,30
2020-10-10,25,52,47,48,57,38,50,76,53,75,47,54,55
2020-10-09,25,47,59,65,53,63,86,84,64,57,48,54,62
2020-10-08,29,45,50,77,40,56,64,108,63,49,44,52,59
2020-10-07,27,31,48,64,45,59,58,86,53,43,42,51,52
2020-10-06,24,29,37,59,52,51,64,61,43,44,39,46,21
2020-10-05,17,29,44,56,58,55,50,63,50,37,40,48,20
2020-10-04,20,40,33,33,56,34,24,45,26,58,39,38,33
2020-10-03,30,42,52,48,68,40,40,69,52,63,54,49,54
2020-10-02,28,42,42,72,56,62,58,65,64,55,59,52,65
2020-10-01,20,29,46,63,55,53,60,49,44,60,51,48,51
2020-09-30,20,35,45,76,50,69,74,49,47,53,51,56,53
2020-09-29,23,24,43,66,51,50,64,49,44,50,47,47,22
2020-09-28,20,26,38,55,55,53,34,53,36,44,42,48,20
2020-09-27,28,34,40,39,51,34,42,41,26,38,40,38,31
2020-09-26,31,49,50,47,53,40,36,80,35,61,56,45,53
2020-09-25,29,49,47,78,53,60,66,61,54,55,58,57,61
2020-09-24,37,39,50,65,49,70,52,71,51,53,53,45,55
2020-09-23,26,28,42,59,49,70,66,69,55,53,49,53,51
2020-09-22,19,34,43,58,50,66,66,88,53,40,43,51,23
2020-09-21,20,20,34,49,47,55,52,61,43,43,41,44,19
2020-09-20,19,33,38,32,53,38,26,49,32,52,39,35,32
2020-09-19,25,35,60,47,47,56,48,71,46,65,55,46,61
2020-09-18,35,40,50,63,47,55,66,69,48,50,55,56,61
2020-09-17,29,42,37,67,54,53,76,78,36,41,50,41,52
2020-09-16,32,34,48,73,49,67,68,69,51,47,58,50,63
2020-09-15,25,45,43,62,52,58,50,78,54,48,47,48,24
2020-09-14,21,27,34,58,56,58,68,76,52,44,45,42,21
2020-09-13,18,31,32,34,57,44,32,37,21,43,43,40,38
2020-09-12,24,26,40,43,57,36,54,71,43,74,51,49,48
2020-09-11,24,44,37,68,66,67,66,80,46,57,56,52,62
2020-09-10,24,36,44,65,49,60,76,61,48,46,54,54,58
2020-09-09,30,22,55,59,55,52,58,100,51,53,50,45,57
2020-09-08,22,42,48,59,53,39,46,73,55,45,49,45,20
2020-09-07,22,19,33,39,66,58,46,51,28,54,38,33,15
2020-09-06,15,33,36,37,57,34,34,47,33,49,43,40,35
2020-09-05,25,42,62,49,54,47,38,39,44,67,60,54,56
2020-09-04,36,55,58,69,61,67,70,80,56,68,66,56,81
2020-09-03,26,41,48,73,37,61,68,59,56,61,57,46,61
2020-09-02,20,21,49,67,45,46,56,84,61,51,50,53,56
2020-09-01,24,27,32,69,46,52,72,71,47,48,49,51,25
2020-08-31,14,28,27,57,44,49,70,55,39,53,39,44,21
2020-08-30,24,33,28,40,44,37,40,33,33,45,39,38,31
2020-08-29,15,22,44,46,51,32,28,53,44,50,40,40,37
2020-08-28,27,35,34,61,51,55,50,49,65,43,51,48,52
2020-08-27,24,33,67,68,46,58,72,65,48,49,53,48,59
2020-08-26,17,31,43,54,54,68,56,73,47,50,46,43,49
2020-08-25,24,14,44,64,55,53,80,78,55,46,48,53,22
2020-08-24,13,16,36,49,55,48,74,86,54,50,46,50,21
2020-08-23,12,31,30,28,46,43,26,29,25,56,42,39,32
2020-08-22,14,46,53,48,42,50,36,51,33,50,56,48,57
2020-08-21,23,35,52,67,43,69,62,69,56,55,63,53,69
2020-08-20,23,29,58,71,53,67,54,100,49,57,57,44,58
2020-08-19,24,22,45,63,47,59,78,90,41,46,55,47,55
2020-08-18,21,29,43,61,51,67,64,96,50,47,53,41,22
2020-08-17,37,22,46,60,49,56,44,67,53,56,52,43,22
2020-08-16,21,21,39,43,60,52,36,35,37,51,53,43,39
2020-08-15,20,29,44,49,46,42,38,80,34,57,55,45,47
2020-08-14,21,33,50,78,44,58,78,84,31,55,67,51,69
2020-08-13,33,20,33,68,41,65,72,76,42,44,61,48,58
2020-08-12,28,31,45,61,43,67,64,84,54,40,57,59,58
2020-08-11,31,28,43,63,44,62,66,65,45,46,54,54,23
2020-08-10,33,29,43,54,44,56,44,41,47,36,50,37,22
2020-08-09,22,27,35,38,46,31,38,49,33,53,52,43,39
2020-08-08,29,25,60,48,46,40,26,88,37,77,60,54,51
2020-08-07,35,28,48,67,55,69,68,98,67,68,67,61,71
2020-08-06,29,28,51,66,50,65,50,71,59,48,60,51,55
2020-08-05,33,27,46,59,47,69,74,78,47,50,57,50,58
2020-08-04,34,9,47,58,47,72,50,53,47,41,55,49,23
2020-08-03,28,21,39,57,48,66,60,78,53,55,54,48,23
2020-08-02,21,24,33,38,49,46,32,27,38,53,54,53,42
2020-08-01,21,32,48,49,45,48,44,69,50,68,61,54,52
2020-07-31,28,27,54,72,59,66,80,82,53,55,63,56,69
2020-07-30,32,34,61,61,47,67,60,98,54,63,58,58,54
2020-07-29,37,27,41,62,50,61,58,76,54,55,58,61,57
2020-07-28,37,27,48,63,42,60,48,65,54,50,52,57,23
2020-07-27,27,22,36,60,46,53,66,65,57,55,48,50,22
2020-07-26,29,12,30,33,42,37,26,45,25,35,43,31,31
2020-07-25,40,35,55,52,51,52,68,71,48,70,57,48,56
2020-07-24,57,25,45,43,46,55,70,49,34,40,48,43,46
2020-07-23,66,38,46,58,55,70,42,86,51,65,54,48,56
2020-07-22,59,35,46,57,51,66,62,53,55,54,51,50,55
2020-07-21,53,26,57,62,48,64,58,73,57,54,49,45,22
2020-07-20,61,25,61,49,54,67,56,80,58,48,47,39,21
2020-07-19,45,28,38,30,53,31,32,29,27,49,42,42,33
2020-07-18,54,22,69,43,51,36,38,57,43,71,49,44,46
2020-07-17,71,26,65,61,49,64,48,57,51,59,55,48,57
2020-07-16,65,36,87,65,50,58,60,76,50,51,53,47,55
2020-07-15,58,36,48,54,51,58,60,67,48,50,50,47,55
2020-07-14,69,38,51,61,58,61,76,82,45,56,46,47,22
2020-07-13,63,19,42,51,51,53,46,69,52,55,48,42,22
2020-07-12,45,28,38,39,47,38,28,63,26,50,39,33,33
2020-07-11,43,35,42,42,44,39,24,41,41,53,50,43,46
2020-07-10,61,45,46,61,51,61,56,57,58,60,55,46,64
2020-07-09,59,13,42,58,41,44,40,49,44,45,47,44,48
2020-07-08,62,24,43,58,40,49,50,63,58,51,50,47,55
2020-07-07,45,26,42,51,44,48,46,35,39,37,41,37,21
2020-07-06,41,22,37,50,49,58,66,65,52,43,45,41,21
2020-07-05,46,27,38,29,45,28,40,31,33,43,39,33,28
2020-07-04,38,12,20,21,39,26,18,35,20,38,33,27,27
2020-07-03,43,25,51,50,49,36,52,55,59,56,52,42,44
2020-07-02,51,29,52,65,40,66,70,55,55,51,57,43,59
2020-07-01,52,20,37,57,44,66,94,49,51,50,50,39,52
2020-06-30,52,21,43,58,44,49,60,61,51,38,44,40,21
2020-06-29,43,24,53,53,51,46,58,51,50,43,42,40,20
2020-06-28,44,26,37,36,55,32,36,24,29,44,34,31,28
2020-06-27,52,19,43,43,43,38,50,59,30,53,44,39,42
2020-06-26,48,27,43,50,41,40,56,39,54,48,52,50,54
2020-06-25,62,29,40,67,45,72,56,49,54,47,50,44,53
2020-06-24,50,24,44,39,39,36,36,49,43,43,40,37,38
2020-06-23,46,26,44,56,45,58,56,53,44,35,47,46,20
2020-06-22,44,24,50,52,56,53,52,61,43,40,44,42,19
2020-06-21,38,12,29,29,55,32,22,6,29,35,39,33,26
2020-06-20,48,22,43,48,60,50,54,35,37,48,50,41,46
2020-06-19,50,20,50,59,51,67,46,37,41,40,55,40,55
2020-06-18,57,21,52,56,53,69,54,29,44,39,48,43,48
2020-06-17,54,15,29,52,43,62,34,51,45,36,45,36,48
2020-06-16,43,27,47,53,45,61,56,41,45,31,47,38,20
2020-06-15,59,15,38,55,50,68,76,57,37,28,45,40,23
2020-06-14,39,13,31,33,49,42,46,8,28,27,34,30,28
2020-06-13,48,22,36,37,55,45,46,57,34,29,43,38,39
2020-06-12,65,29,46,65,52,65,44,45,50,37,54,47,57
2020-06-11,59,26,49,60,50,66,72,45,54,33,48,37,52
2020-06-10,48,21,47,49,45,56,66,33,41,35,42,36,45
2020-06-09,49,21,48,52,38,50,64,59,44,25,39,36,18
2020-06-08,53,18,31,47,47,53,32,67,41,31,42,42,20
2020-06-07,28,15,33,26,35,29,32,16,27,14,24,29,21
2020-06-06,95,18,45,68,47,58,54,63,48,27,54,39,77
2020-06-05,57,33,49,56,40,65,80,63,45,25,47,33,49
2020-06-04,54,22,35,49,29,58,76,61,47,21,38,38,40
2020-06-03,47,22,48,41,42,39,44,55,34,16,38,30,38
2020-06-02,46,19,39,46,31,56,52,29,33,18,42,36,22
2020-06-01,46,20,30,55,29,51,50,49,35,18,45,40,24
2020-05-31,60,13,26,34,40,39,26,20,33,18,39,34,44
2020-05-30,71,22,30,40,47,44,30,43,28,28,40,34,45
2020-05-29,61,22,42,53,39,53,70,55,39,30,42,32,44
2020-05-28,39,19,30,42,47,44,42,84,41,22,39,30,37
2020-05-27,48,18,36,46,51,54,56,37,38,23,42,36,45
2020-05-26,53,22,33,48,44,50,44,39,43,28,41,35,19
2020-05-25,40,15,27,27,44,54,38,35,30,15,27,29,13
2020-05-24,31,15,23,25,49,43,20,16,23,18,29,28,26
2020-05-23,39,21,39,35,49,39,36,41,28,23,37,32,35
2020-05-22,50,31,40,51,48,61,66,57,44,26,48,34,48
2020-05-21,46,13,42,46,44,69,64,55,39,20,44,31,43
2020-05-20,53,32,53,47,40,61,44,63,37,19,41,32,45
2020-05-19,46,18,48,45,50,49,54,49,30,15,39,33,17
2020-05-18,57,21,40,44,44,48,32,47,39,17,38,38,16
2020-05-17,28,14,31,22,49,25,24,16,12,15,26,24,21
2020-05-16,58,25,28,39,41,45,38,49,41,25,38,38,40
2020-05-15,57,14,47,43,47,70,26,49,43,19,42,38,46
2020-05-14,45,24,36,43,56,44,34,24,41,11,37,27,32
2020-05-13,42,15,41,40,48,58,42,43,37,21,36,32,42
2020-05-12,44,19,38,39,47,53,34,39,33,18,27,30,14
2020-05-11,42,14,32,33,42,40,42,55,39,14,32,29,14
2020-05-10,24,12,21,19,47,25,24,20,18,8,26,22,19
2020-05-09,41,27,38,31,50,41,26,43,27,20,35,36,32
2020-05-08,47,31,56,44,44,55,50,53,36,25,41,36,45
2020-05-07,43,24,43,37,29,39,46,24,36,15,35,37,34
2020-05-06,45,27,54,36,45,58,48,51,29,16,35,32,37
2020-05-05,46,28,39,40,52,39,38,37,24,18,35,36,14
2020-05-04,39,26,36,34,44,42,50,63,31,14,34,31,14
2020-05-03,21,21,26,22,42,35,28,14,19,12,21,26,21
2020-05-02,36,14,28,31,40,46,40,33,29,18,26,25,28
2020-05-01,39,12,43,43,42,58,48,51,36,17,34,30,40
2020-04-30,44,16,34,39,37,44,38,45,39,19,29,29,33
2020-04-29,30,12,29,33,36,28,34,29,31,14,27,28,29
2020-04-28,37,13,40,43,49,54,60,31,36,18,31,34,16
2020-04-27,35,18,37,30,55,49,38,37,34,18,31,31,14
2020-04-26,28,20,23,31,40,36,24,18,16,15,23,30,24
2020-04-25,24,12,39,29,51,27,20,31,24,13,26,31,29
2020-04-24,46,27,44,40,51,53,42,35,36,19,33,30,39
2020-04-23,44,8,43,38,42,42,60,31,33,11,31,32,34
2020-04-22,33,14,29,39,38,39,44,29,19,14,30,27,33
2020-04-21,35,21,31,33,47,44,62,27,27,13,30,26,14
2020-04-20,30,7,29,39,58,49,64,29,31,19,28,28,14
2020-04-19,31,13,21,20,50,36,34,29,20,14,22,24,22
2020-04-18,28,29,29,32,56,37,42,18,19,19,29,29,31
2020-04-17,35,22,42,32,55,34,36,24,29,14,31,29,31
2020-04-16,41,18,36,33,50,50,30,16,29,18,31,34,32
2020-04-15,39,22,36,34,39,46,42,29,24,13,30,32,31
2020-04-14,25,19,38,32,59,44,56,43,29,11,30,31,13
2020-04-13,22,15,36,27,58,45,44,49,24,16,28,31,12
2020-04-12,16,19,23,19,42,32,28,16,11,8,21,18,19
2020-04-11,32,19,36,27,68,37,48,31,34,16,28,33,27
2020-04-10,43,25,38,36,60,44,76,41,30,16,32,33,33
2020-04-09,32,20,34,35,49,34,42,18,28,15,28,30,29
2020-04-08,31,27,36,31,55,41,44,51,21,15,31,28,31
2020-04-07,31,24,52,38,49,53,54,45,34,21,32,36,15
2020-04-06,35,14,33,35,45,48,60,37,44,13,30,27,14
2020-04-05,20,19,30,22,53,31,34,20,22,13,23,25,20
2020-04-04,29,13,42,27,73,27,60,33,27,24,27,34,29
2020-04-03,40,22,50,44,59,53,66,35,30,20,35,34,36
2020-04-02,40,21,50,37,61,58,38,20,22,14,33,34,32
2020-04-01,43,26,27,36,54,47,62,39,28,16,33,34,34
2020-03-31,34,26,45,34,64,49,74,39,36,13,34,32,15
2020-03-30,46,19,51,35,53,38,62,22,33,19,32,33,15
2020-03-29,26,16,23,19,69,27,26,22,12,13,22,24,17
2020-03-28,35,24,37,26,83,22,48,41,13,14,26,28,24
2020-03-27,48,16,41,38,71,52,52,43,35,20,33,34,33
2020-03-26,39,21,47,37,58,49,34,39,30,15,33,31,32
2020-03-25,54,21,36,39,49,64,78,37,39,23,33,34,35
2020-03-24,40,28,46,34,58,58,56,61,33,13,35,33,16
2020-03-23,40,20,35,36,64,50,38,33,36,16,33,34,15
2020-03-22,24,9,28,16,45,36,36,16,12,13,24,22,20
2020-03-21,24,20,33,22,70,24,52,24,22,19,25,28,21
2020-03-20,37,28,49,36,75,52,84,53,30,22,40,40,37
2020-03-19,51,25,50,47,82,52,80,49,41,21,44,51,43
2020-03-18,50,36,55,49,83,53,52,63,59,40,49,45,51
2020-03-17,49,31,47,65,77,75,84,47,41,31,53,48,25
2020-03-16,59,54,57,67,100,67,90,67,59,54,67,72,33
2020-03-15,57,48,53,48,106,43,50,65,42,73,43,63,37
2020-03-14,81,82,86,67,105,64,84,51,64,94,63,79,65
2020-03-13,108,67,97,104,135,108,144,88,86,83,93,99,113
2020-03-12,129,73,76,126,125,112,120,112,93,88,97,92,114
2020-03-11,103,64,79,112,107,120,122,96,121,89,99,94,115
2020-03-10,139,71,77,118,103,109,108,100,105,95,97,96,65
2020-03-09,104,54,69,106,125,92,98,116,118,97,99,92,67
2020-03-08,83,128,132,63,153,65,90,78,78,132,76,91,73
2020-03-07,105,178,139,87,121,89,114,86,104,161,98,124,125
2020-03-06,102,151,99,122,98,110,156,127,114,116,114,104,154
2020-03-05,91,73,89,125,76,112,122,124,111,74,103,96,124
2020-03-04,117,64,69,110,81,116,120,114,107,90,97,96,121
2020-03-03,109,76,84,125,97,122,128,108,108,95,107,86,70
2020-03-02,108,40,87,107,108,120,126,102,94,94,112,88,65
2020-03-01,82,113,65,67,115,67,64,86,70,119,100,98,95
2020-02-29,117,160,107,88,119,64,102,78,93,151,119,115,127
2020-02-28,117,147,115,127,88,106,134,104,123,92,129,100,163
2020-02-27,110,120,87,121,118,110,126,108,118,87,122,89,141
2020-02-26,122,42,83,112,82,95,100,90,112,80,111,91,125
2020-02-25,133,65,92,128,86,121,92,92,116,95,113,87,66
2020-02-24,101,59,79,109,105,103,108,122,127,90,114,91,68
2020-02-23,79,111,63,72,127,67,102,65,71,106,98,84,92
2020-02-22,99,189,100,85,102,67,96,116,68,154,119,117,138
2020-02-21,102,138,94,114,92,119,142,92,119,105,129,103,167
2020-02-20,110,107,88,128,82,120,106,104,133,88,119,82,140
2020-02-19,111,69,87,113,88,122,104,118,113,88,117,84,132
2020-02-18,109,48,70,116,82,104,76,98,93,81,111,88,68
2020-02-17,85,76,94,84,93,86,76,73,93,102,107,86,51
2020-02-16,93,132,92,68,102,52,70,90,81,108,110,92,95
2020-02-15,121,186,155,106,106,75,96,102,76,140,128,116,140
2020-02-14,124,165,128,128,101,106,146,96,120,94,155,111,158
2020-02-13,135,72,105,136,88,108,130,102,130,88,144,95,138
2020-02-12,119,65,103,114,87,100,124,98,115,102,141,96,141
2020-02-11,117,71,94,127,87,110,106,102,121,85,132,98,68
2020-02-10,119,56,69,106,98,91,98,86,110,83,115,88,64
2020-02-09,72,112,70,56,134,44,68,65,53,90,87,82,77
2020-02-08,120,166,99,89,114,67,84,124,87,145,100,117,127
2020-02-07,151,138,130,122,92,94,84,112,125,93,99,113,146
2020-02-06,114,87,94,125,94,117,106,96,133,81,90,92,131
2020-02-05,104,51,76,117,89,94,120,92,116,83,88,92,126
2020-02-04,121,74,78,124,103,91,120,86,107,85,86,87,65
2020-02-03,113,67,66,105,100,92,90,92,109,93,85,85,63
2020-02-02,69,142,61,61,138,51,78,82,74,82,72,83,68
2020-02-01,104,189,92,90,116,58,88,90,89,130,89,119,110
2020-01-31,91,127,100,101,97,98,130,102,124,96,91,108,133
2020-01-30,99,54,115,119,79,110,110,147,113,78,89,93,122
2020-01-29,117,49,90,115,86,109,112,141,125,82,89,98,130
2020-01-28,108,61,87,127,92,103,104,98,118,74,85,88,67
2020-01-27,100,48,82,97,90,114,98,157,116,78,85,88,62
2020-01-26,61,89,66,46,125,42,66,69,62,98,71,79,61
2020-01-25,72,144,84,76,94,49,86,145,87,118,82,126,102
2020-01-24,80,93,83,116,89,95,140,108,119,75,89,110,132
2020-01-23,80,58,94,93,75,74,80,116,104,70,76,74,103
2020-01-22,90,58,88,94,79,96,98,106,100,79,83,97,108
2020-01-21,91,59,105,114,109,141,102,151,106,79,90,89,66
2020-01-20,72,54,76,72,106,66,110,69,84,102,74,107,36
2020-01-19,54,104,81,55,105,65,68,73,67,88,77,95,65
